titre,realisateur,date_debut_evenement,date_fin_evenement,cadre,lieu,adresse,arrondissement,adresse_complete,geo_coordinates,,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-08-08,2003-08-08,EXTERIEUR,RUE,EMILE BLEMONT,75018,RUE EMILE BLEMONT 75018 Paris France,48.894614, 2.341627,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-07-07,2003-07-07,EXTERIEUR,RUE,DURANTI,75011,RUE DURANTI 75011 Paris France,48.860603, 2.383665,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-08-08,2003-08-08,EXTERIEUR,RUE,MONTCALM,75018,RUE MONTCALM 75018 Paris France,48.893239, 2.338021,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-05-08,2003-05-08,EXTERIEUR,RUE,CHAMPIONNET,75018,RUE CHAMPIONNET 75018 Paris France,48.895755, 2.340164,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-07-07,2003-07-07,EXTERIEUR,RUE,DU CHEMIN VERT,75011,RUE DU CHEMIN VERT 75011 Paris France,48.860028, 2.377726,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-07-16,2003-07-16,EXTERIEUR,RUE,DES TROIS COURONNES ET TERRE PLEIN,75011,RUE DES TROIS COURONNES ET TERRE PLEIN 75011 Paris France,48.857993, 2.381153,
L'INCRUSTE,CASTAGNETTI/JULIUS,2003-09-08,2003-09-08,EXTERIEUR,RUE,DU POTEAU,75018,RUE DU POTEAU 75018 Paris France,48.894942, 2.340567,
POIDS LEGER,JEAN PIERRE AMERIS,2003-06-20,2003-06-20,EXTERIEUR,BOULEVARD,DE LA CHAPELLE,75010,BOULEVARD DE LA CHAPELLE 75010 Paris France,48.884192, 2.35735,
POIDS LEGER,JEAN PIERRE AMERIS,2003-07-24,2003-07-24,EXTERIEUR,BOULEVARD,VINCENT AURIOL,75013,BOULEVARD VINCENT AURIOL 75013 Paris France,48.833906, 2.364923,
POIDS LEGER,JEAN PIERRE AMERIS,2003-07-15,2003-07-15,EXTERIEUR,RUE,DES BATIGNOLLES,75017,RUE DES BATIGNOLLES 75017 Paris France,48.884548, 2.321522,
TITA ET ADIT,NASRI CHEPPY,2003-06-23,2003-06-23,EXTERIEUR,AVENUE,DU BEL AIR,75012,AVENUE DU BEL AIR 75012 Paris France,48.846522, 2.397418,
TITA ET ADIT,NASRI CHEPPY,2003-06-26,2003-06-26,EXTERIEUR,AVENUE,JOSEPH BOUVARD,75007,AVENUE JOSEPH BOUVARD 75007 Paris France,48.856455, 2.298176,
SAN ANTONIO,FREDERIC AUBERTUN,2003-08-14,2003-08-14,EXTERIEUR,AVENUE,DE SEGUR,75007,AVENUE DE SEGUR 75007 Paris France,48.850532, 2.308816,
SAN ANTONIO,FREDERIC AUBERTUN,2003-08-16,2003-08-16,EXTERIEUR,AVENUE,DE SAXE,75007,AVENUE DE SAXE 75007 Paris France,48.848092, 2.310655,
SAN ANTONIO,FREDERIC AUBERTUN,2003-08-18,2003-08-18,EXTERIEUR,AVENUE,DE SAXE,75007,AVENUE DE SAXE 75007 Paris France,48.848092, 2.310655,
SAN ANTONIO,FREDERIC AUBERTUN,2003-08-15,2003-08-15,EXTERIEUR,AVENUE,DE SEGUR,75007,AVENUE DE SEGUR 75007 Paris France,48.850532, 2.308816,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-10-25,2006-10-25,EXTERIEUR,PLACE,ADOLPHE MAX,75009,PLACE ADOLPHE MAX 75009 Paris France,48.883052, 2.329338,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-10-20,2006-10-20,EXTERIEUR,RUE,MANIN,75019,RUE MANIN 75019 Paris France,48.883023, 2.385709,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-25,2006-11-25,EXTERIEUR,RUE,CARDINET,75017,RUE CARDINET 75017 Paris France,48.885134, 2.310881,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-30,2006-02-12,EXTERIEUR,RUE,DU GENERAL GUILHEM,75011,RUE DU GENERAL GUILHEM 75011 Paris France,48.861885, 2.379595,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-11-25,2006-11-25,EXTERIEUR,RUE,TARBE,75017,RUE TARBE 75017 Paris France,48.886729, 2.313899,
LE DERNIER GANG (LES BUTTES CHAUMONT),ARIEL ZEITOUN,2006-03-12,2006-03-12,EXTERIEUR,VOIE,GEORGES POMPIDOU,75004,VOIE GEORGES POMPIDOU 75004 Paris France,48.853331, 2.357206,
J'AI REVE SOUS L'EAU,HORMOZ BORBOR,2006-10-20,2006-10-20,EXTERIEUR,RUE,DES HAUDRIETTES,75003,RUE DES HAUDRIETTES 75003 Paris France,48.861569, 2.357576,
J'AI REVE SOUS L'EAU,HORMOZ BORBOR,2006-10-19,2006-10-19,EXTERIEUR,RUE,DE TOMBOUCTOU CROISEMENT DE JESSAIN,75018,RUE DE TOMBOUCTOU CROISEMENT DE JESSAIN 75018 Paris France,48.89215, 2.344447,
J'AI REVE SOUS L'EAU,HORMOZ BORBOR,2006-10-28,2006-10-28,EXTERIEUR,RUE,DE L'OURCQ,75019,RUE DE L'OURCQ 75019 Paris France,48.891695, 2.380257,
J'AI REVE SOUS L'EAU,HORMOZ BORBOR,2006-10-20,2006-10-20,EXTERIEUR,RUE,DES HAUDRIETTES ANGLE DES ARCHIVES,75003,RUE DES HAUDRIETTES ANGLE DES ARCHIVES 75003 Paris France,48.86348, 2.359115,
LA MAISON,MANUEL POIRIER,2006-10-30,2006-10-30,EXTERIEUR,RUE,LAMARCK,75018,RUE LAMARCK 75018 Paris France,48.890288, 2.33619,
LA MAISON,MANUEL POIRIER,2006-10-25,2006-10-25,EXTERIEUR,RUE,DE LA BONNE,75018,RUE DE LA BONNE 75018 Paris France,48.888059, 2.343471,
99 FRANCS,JAN KOUNEN,2006-10-18,2006-10-18,EXTERIEUR,AVENUE,DE FRANCE,75013,AVENUE DE FRANCE 75013 Paris France,48.830637, 2.376768,
99 FRANCS,JAN KOUNEN,2006-10-30,2006-10-31,EXTERIEUR,PLACE,DE FURSTENBERG,75006,PLACE DE FURSTENBERG 75006 Paris France,48.85438, 2.335816,
LE FUNAMBULE,IDIR SERGHINE,2006-11-16,2006-11-16,EXTERIEUR,BOULEVARD,DU PORT,75013,BOULEVARD DU PORT 75013 Paris France,48.837679, 2.345423,
LE FUNAMBULE,IDIR SERGHINE,2006-09-11,2006-09-11,DOMAINE PUBLIC,CANAL,SAINT MARTIN,75010,CANAL SAINT MARTIN 75010 Paris France,48.880421, 2.374757,
LE FUNAMBULE,IDIR SERGHINE,2006-11-13,2006-11-13,EXTERIEUR,RUE,JEAN BAPTISTE DUMAY,75020,RUE JEAN BAPTISTE DUMAY 75020 Paris France,48.874682, 2.387777,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-12-13,2006-12-13,EXTERIEUR,AVENUE,TRUDAINE,75009,AVENUE TRUDAINE 75009 Paris France,48.881317, 2.343498,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-11-21,2006-11-21,EXTERIEUR,PARVIS,DE L'EGLISE,75010,PARVIS DE L'EGLISE 75010 Paris France,50.682394, 4.371231,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-12-18,2006-12-18,EXTERIEUR,RUE,PETRELLE,75009,RUE PETRELLE 75009 Paris France,48.880721, 2.34777,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-11-20,2006-11-20,EXTERIEUR,RUE,MAUBEUGE,75009,RUE MAUBEUGE 75009 Paris France,48.879361, 2.348445,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-11-21,2006-11-21,EXTERIEUR,RUE,DE L'AQUEDUC,75010,RUE DE L'AQUEDUC 75010 Paris France,48.881913, 2.362867,
SOUS LES TOITS DE PARIS,HINER SALEEM,2006-12-14,2006-12-14,EXTERIEUR,RUE,DE MAUBEUGE,75009,RUE DE MAUBEUGE 75009 Paris France,48.879361, 2.348445,
PARIS,CEDRIC KLAPISCH,2007-09-03,2007-09-03,EXTERIEUR,AVENUE,GEORGES V,75008,AVENUE GEORGES V 75008 Paris France,48.865579, 2.301119,
PARIS,CEDRIC KLAPISCH,2006-12-20,2006-12-22,EXTERIEUR,AVENUE,DE LA PORT,75014,AVENUE DE LA PORT 75014 Paris France,48.838884, 2.339701,
PARIS,CEDRIC KLAPISCH,2007-02-13,2007-02-13,EXTERIEUR,AVENUE,DE FRANCE/R G. BALANCHINE (ANGLE),75013,AVENUE DE FRANCE/R G. BALANCHINE (ANGLE) 75013 Paris France,48.832222, 2.355556,
PARIS,CEDRIC KLAPISCH,2007-01-29,2007-01-29,EXTERIEUR,AVENUE,GEORGE V,75008,AVENUE GEORGE V 75008 Paris France,48.86833, 2.300986,
CYPRIEN,DAVID CHARHON,2008-05-19,2008-05-19,DOMAINE PUBLIC,TERRAIN,DE SPORT,75019,TERRAIN DE SPORT 75019 Paris France,,,
VILLA AMALIA,BENOIT JACQUOT,2008-05-29,2008-05-29,DOMAINE PUBLIC,PISCINE,ASPIRANT DUNANT,75014,PISCINE ASPIRANT DUNANT 75014 Paris France,,,
LE SEMINAIRE,CHARLES NEMES,2008-05-26,2008-05-26,DOMAINE PUBLIC,BOIS,DE BOULOGNE,75016,BOIS DE BOULOGNE 75016 Paris France,48.862449, 2.249167,
LE SEMINAIRE,CHARLES NEMES,2008-05-21,2008-05-21,DOMAINE PUBLIC,PORT,DE LA TOURNELLE,75005,PORT DE LA TOURNELLE 75005 Paris France,48.849811, 2.356086,
LE SEMINAIRE,CHARLES NEMES,2008-05-23,2008-05-23,EXTERIEUR,RUE,DES GRANDS DEGRES,75005,RUE DES GRANDS DEGRES 75005 Paris France,48.851237, 2.350247,
LE SEMINAIRE,CHARLES NEMES,2008-05-23,2008-05-23,EXTERIEUR,RUE,MAITRE ALBERT,75005,RUE MAITRE ALBERT 75005 Paris France,,,
KOUTOUSOV, GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,2008-03-06,2008-03-06,EXTERIEUR,ALLEE,DU TROCADERO,75016,ALLEE DU TROCADERO 75016 Paris France,,
KOUTOUSOV, GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,2008-03-06,2008-03-06,EXTERIEUR,BOULEVARD,RASPAIL,75014,BOULEVARD RASPAIL 75014 Paris France,48.840591, 2.330121
KOUTOUSOV, GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,2008-03-06,2008-03-06,EXTERIEUR,BOULEVARD,EDGAR QUINET,75014,BOULEVARD EDGAR QUINET 75014 Paris France,48.840458, 2.326721
KOUTOUSOV, GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,2008-03-06,2008-03-06,EXTERIEUR,PLACE,DU PARVIS,75004,PLACE DU PARVIS 75004 Paris France,48.853733, 2.348382
KOUTOUSOV, GAMBIT RUSSE,DIMITRY TOMASHPOLSKI,2008-05-18,2008-05-18,EXTERIEUR,PONT,SAINT LOUIS,75010,PONT SAINT LOUIS 75010 Paris France,,
LA FILLE DU RER,ANDRE TECHINE,2008-07-25,2008-07-25,DOMAINE PUBLIC,BOIS,DE VINCENNES,75012,BOIS DE VINCENNES 75012 Paris France,48.832576, 2.418326,
LA FILLE DU RER,ANDRE TECHINE,2008-05-26,2008-05-26,DOMAINE PUBLIC,PLAINE DE JEUX,DE MORTEMART (BOIS,75012,PLAINE DE JEUX DE MORTEMART (BOIS 75012 Paris France,,,
LA FILLE DU RER,ANDRE TECHINE,2008-05-28,2008-05-28,EXTERIEUR,RUE,RAMBUTEAU/MONTMARTRE/TURGO,75001,RUE RAMBUTEAU/MONTMARTRE/TURGO 75001 Paris France,,,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,2008-06-16,2008-06-16,EXTERIEUR,PLACE,DU PALAIS BOURBON,75007,PLACE DU PALAIS BOURBON 75007 Paris France,,,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,2008-09-07,2008-09-07,EXTERIEUR,PONT,MARIE,75004,PONT MARIE 75004 Paris France,48.852808, 2.357356,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,2008-09-07,2008-09-07,EXTERIEUR,QUAI,D'ANJOU,75004,QUAI D'ANJOU 75004 Paris France,48.851915, 2.35861,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,2008-09-07,2008-09-07,EXTERIEUR,RUE,DES BARRES/R DU GRENIER SUR L'EAU,75004,RUE DES BARRES/R DU GRENIER SUR L'EAU 75004 Paris France,,,
QUELQUE CHOSE A TE DIRE / LA FAUTE DES MERES,CECILE TELERMAN,2008-10-07,2008-10-07,EXTERIEUR,RUE,FRANCOIS MIRON,75004,RUE FRANCOIS MIRON 75004 Paris France,48.855659, 2.357158,
KROMOV,ANDREY RAZENKOV,2008-05-30,2008-05-30,EXTERIEUR,BERGES,QUAI DE CONTI,75006,BERGES QUAI DE CONTI 75006 Paris France,,,
KROMOV,ANDREY RAZENKOV,2008-05-29,2008-05-29,DOMAINE PUBLIC,CIMETIERE,DU PERE LACHAISE,75020,CIMETIERE DU PERE LACHAISE 75020 Paris France,48.86115, 2.394188,
KROMOV,ANDREY RAZENKOV,2008-06-14,2008-06-14,EXTERIEUR,PLACE,DALIDA,75018,PLACE DALIDA 75018 Paris France,48.888531, 2.338071,
TELLEMENT PROCHES,E.TOLEDANO/O.NAKACHE,2008-06-16,2008-06-16,EXTERIEUR,AVENUE,GAMBETTA,75020,AVENUE GAMBETTA 75020 Paris France,48.867337, 2.400598,
TELLEMENT PROCHES,E.TOLEDANO/O.NAKACHE,2008-07-15,2008-07-15,EXTERIEUR,AVENUE,VICTOR HUGO,75016,AVENUE VICTOR HUGO 75016 Paris France,48.868405, 2.282084,
JULIE AND JULIA,NORA EPHRON,2008-07-06,2008-07-06,EXTERIEUR,PONT,AU DOUBLE,75004,PONT AU DOUBLE 75004 Paris France,48.852611, 2.348438,
JULIE AND JULIA,NORA EPHRON,2008-05-06,2008-05-06,EXTERIEUR,RUE,DE LA MONTAGNE SAINTE GENEVIEVE,75005,RUE DE LA MONTAGNE SAINTE GENEVIEVE 75005 Paris France,48.848064, 2.348511,
JULIE AND JULIA,NORA EPHRON,2008-06-06,2008-06-06,EXTERIEUR,RUE,SAINT JULIEN LE PAUVRE,75005,RUE SAINT JULIEN LE PAUVRE 75005 Paris France,,,
JULIE AND JULIA,NORA EPHRON,2008-04-06,2008-04-06,EXTERIEUR,RUE,DE SEINE,75006,RUE DE SEINE 75006 Paris France,48.854513, 2.336874,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-06-24,2008-06-24,EXTERIEUR,BOULEVARD,LANNES,75016,BOULEVARD LANNES 75016 Paris France,,,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-11-06,2008-11-06,EXTERIEUR,PLACE,DU 19 MARS 1962,75012,PLACE DU 19 MARS 1962 75012 Paris France,,,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-09-06,2008-09-06,EXTERIEUR,PLACE,DU 19 MARS 1962,75012,PLACE DU 19 MARS 1962 75012 Paris France,,,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-06-26,2008-06-26,EXTERIEUR,RUE,DES BOULANGERS,75005,RUE DES BOULANGERS 75005 Paris France,,,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-07-15,2008-07-15,EXTERIEUR,RUE,DE SEVIGNE,75003,RUE DE SEVIGNE 75003 Paris France,,,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-07-15,2008-07-15,EXTERIEUR,RUE,PAYENNE,75003,RUE PAYENNE 75003 Paris France,48.858045, 2.362265,
UN CHAT UN CHAT,SOPHIE FILLIERES,2008-07-07,2008-08-07,EXTERIEUR,RUE,PIERRE SEMARD,75009,RUE PIERRE SEMARD 75009 Paris France,48.877791, 2.34723,
LA DOUBLE CROISEE,JEAN-CHARLES ATZENI,2008-06-26,2008-06-26,EXTERIEUR,PONT,SAINT LOUIS,75004,PONT SAINT LOUIS 75004 Paris France,48.852745, 2.352713,
LA DOUBLE CROISEE,JEAN-CHARLES ATZENI,2008-06-26,2008-06-26,EXTERIEUR,QUAI,AUX FLEURS,75004,QUAI AUX FLEURS 75004 Paris France,48.853968, 2.3518,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,2008-01-08,2008-01-08,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,2008-02-08,2008-02-08,EXTERIEUR,AVENUE,DE L'OPERA,75002,AVENUE DE L'OPERA 75002 Paris France,48.867787, 2.33355,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,2008-07-31,2008-07-31,EXTERIEUR,PONT,D'IENA (TROTTOIR),75007,PONT D'IENA (TROTTOIR) 75007 Paris France,,,
G.I. JOE / DARK SKY,STEPHEN SOMMERS,2008-03-08,2008-03-08,EXTERIEUR,TOUR,EIFFEL (PARVIS,75007,TOUR EIFFEL (PARVIS 75007 Paris France,,,
INCOGNITO,ERIC LAVAINE,2008-06-15,2008-06-15,EXTERIEUR,RUE,DE BRUXELLES,75009,RUE DE BRUXELLES 75009 Paris France,48.883298, 2.330462,
L'ARMEE DU CRIME,ROBERT GUEDIGUIAN,2008-07-20,2008-07-20,EXTERIEUR,QUAI,FRANCOIS MITTERRAND,75001,QUAI FRANCOIS MITTERRAND 75001 Paris France,48.859853, 2.334541,
ROMAINE PAR MOINS 30,AGNES OBADIA,2008-06-26,2008-06-26,EXTERIEUR,AVENUE,DES GOBELINS,75013,AVENUE DES GOBELINS 75013 Paris France,,,
LE CONCERT,RADU MIHAILEANU,2008-03-07,2008-03-07,EXTERIEUR,RUE,VIEILLE DU TEMPLE,75004,RUE VIEILLE DU TEMPLE 75004 Paris France,48.859309, 2.359685,
LE CONCERT,RADU MIHAILEANU,2008-03-07,2008-03-07,EXTERIEUR,RUE,DES FRANCS BOURGEOIS,75004,RUE DES FRANCS BOURGEOIS 75004 Paris France,,,
LE CONCERT,RADU MIHAILEANU,2008-08-22,2008-08-22,EXTERIEUR,RUE,DE RIVOLI,75001,RUE DE RIVOLI 75001 Paris France,48.860787, 2.341197,
LE CONCERT,RADU MIHAILEANU,2008-08-21,2008-08-21,EXTERIEUR,TERRE-PLEIN,CENTRAL PLACE DU COLONEL FABIEN,75019,TERRE-PLEIN CENTRAL PLACE DU COLONEL FABIEN 75019 Paris France,,,
IVERPATTALAM,MUTHUVAIRU PALANI,2008-03-07,2008-03-07,EXTERIEUR,AVENUE,ALBERT 1ER DE MONACO,75016,AVENUE ALBERT 1ER DE MONACO 75016 Paris France,48.861649, 2.289984,
IVERPATTALAM,MUTHUVAIRU PALANI,2008-04-07,2008-04-07,EXTERIEUR,PLACE,DU TERTRE,75018,PLACE DU TERTRE 75018 Paris France,48.886544, 2.340739,
IVERPATTALAM,MUTHUVAIRU PALANI,2008-04-07,2008-04-07,EXTERIEUR,RUE,DU CALVAIRE,75018,RUE DU CALVAIRE 75018 Paris France,48.886053, 2.340432,
IVERPATTALAM,MUTHUVAIRU PALANI,2008-04-07,2008-04-07,EXTERIEUR,RUE,DU CARDINAL DUBOIS,75018,RUE DU CARDINAL DUBOIS 75018 Paris France,48.885897, 2.343163,
LE PETIT NICOLAS,LAURENT TIRARD,2008-04-10,2008-04-10,EXTERIEUR,AVENUE,FOCH,75016,AVENUE FOCH 75016 Paris France,48.872126, 2.285236,
LE PETIT NICOLAS,LAURENT TIRARD,2008-04-08,2008-06-08,EXTERIEUR,BOULEVARD,EMILE AUGIER,75016,BOULEVARD EMILE AUGIER 75016 Paris France,48.860262, 2.274047,
LE PETIT NICOLAS,LAURENT TIRARD,2008-08-13,2008-08-13,EXTERIEUR,RUE,LAMARCK,75018,RUE LAMARCK 75018 Paris France,48.890288, 2.33619,
LE PETIT NICOLAS,LAURENT TIRARD,2008-09-19,2008-09-19,EXTERIEUR,RUE,JULES SIEGFRIED,75020,RUE JULES SIEGFRIED 75020 Paris France,,,
LE COACH,OLIVIER DORAN,2008-09-16,2008-09-16,EXTERIEUR,AVENUE,DE CHOISY,75013,AVENUE DE CHOISY 75013 Paris France,48.825511, 2.360435,
LE COACH,OLIVIER DORAN,2008-07-31,2008-07-31,EXTERIEUR,RUE,DE SOLFERINO,75007,RUE DE SOLFERINO 75007 Paris France,48.860335, 2.323596,
LE COACH,OLIVIER DORAN,2008-08-20,2008-08-20,EXTERIEUR,RUE,THOMAS MANN/DES CADETS/FRANCE LIBRE,75013,RUE THOMAS MANN/DES CADETS/FRANCE LIBRE 75013 Paris France,,,
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,2008-02-09,2008-02-09,EXTERIEUR,AVENUE,FROCHOT,75009,AVENUE FROCHOT 75009 Paris France,,,
LA BLONDE AUX SEINS NUS,MANUEL PRADAL,2008-09-29,2008-09-29,DOMAINE PUBLIC,BERGES,BASSES DU QUAI DES GRANDS AUGUSTINS,75006,BERGES BASSES DU QUAI DES GRANDS AUGUSTINS 75006 Paris France,,,
MA MEC A MOI,J.J.ZILBERMANN,2008-02-09,2008-02-09,EXTERIEUR,RUE,LEON,75018,RUE LEON 75018 Paris France,,,
MA MEC A MOI,J.J.ZILBERMANN,2008-02-09,2008-02-09,EXTERIEUR,RUE,DE L'ECOLE,75006,RUE DE L'ECOLE 75006 Paris France,48.850196, 2.326939,
MA MEC A MOI,J.J.ZILBERMANN,2008-11-09,2008-11-09,EXTERIEUR,RUE,DE MONDOVI,75001,RUE DE MONDOVI 75001 Paris France,,,
GLAMROCK VILLE,LUC JOB,2008-04-08,2008-04-08,EXTERIEUR,RUE,DU COLISEE,75008,RUE DU COLISEE 75008 Paris France,,,
DEMAIN DES L'AUBE,DENIS DERCOURT,2008-01-08,2008-01-08,EXTERIEUR,RUE,DE BELZUNCE,75010,RUE DE BELZUNCE 75010 Paris France,48.879403, 2.351612,
HADEWIJCH,BRUNO DUMONT,2008-08-13,2008-08-13,EXTERIEUR,AVENUE,D'IENA/R DE PRESBOURG (ANGLE),75016,AVENUE D'IENA/R DE PRESBOURG (ANGLE) 75016 Paris France,,,
HADEWIJCH,BRUNO DUMONT,2008-08-19,2008-08-19,EXTERIEUR,PONT,DE LA TOURNELLE,75004,PONT DE LA TOURNELLE 75004 Paris France,48.850686, 2.3555,
HADEWIJCH,BRUNO DUMONT,2008-06-08,2008-06-08,DOMAINE PUBLIC,PORT,HENRI IV,75004,PORT HENRI IV 75004 Paris France,48.876542, 2.372545,
HADEWIJCH,BRUNO DUMONT,2008-12-08,2008-12-08,EXTERIEUR,QUAI,DE BOURBON/PONT MARIE (ANGLE),75004,QUAI DE BOURBON/PONT MARIE (ANGLE) 75004 Paris France,,,
HADEWIJCH,BRUNO DUMONT,2008-12-08,2008-12-08,EXTERIEUR,RUE,DES DEUX PONTS (ANGLE),75004,RUE DES DEUX PONTS (ANGLE) 75004 Paris France,,,
HADEWIJCH,BRUNO DUMONT,2008-08-28,2008-08-28,EXTERIEUR,VOIE,GEORGES POMPIDOU (BRETELLE D'ACCES),75004,VOIE GEORGES POMPIDOU (BRETELLE D'ACCES) 75004 Paris France,,,
MON BEAU PERE,ELIE CHOURAQUI,2008-04-08,2008-04-08,DOMAINE PUBLIC,ECOLE,MATERNELLE FAUCONNIER,75004,ECOLE MATERNELLE FAUCONNIER 75004 Paris France,,,
BLIND DATE,HAIM BOUZAGLO,2002-01-10,2002-01-10,EXTERIEUR,RUE,GUILLAUME APOLLINAIRE,75006,RUE GUILLAUME APOLLINAIRE 75006 Paris France,48.854602, 2.333239,
BLIND DATE,HAIM BOUZAGLO,2002-01-10,2002-01-10,EXTERIEUR,RUE,BONAPARTE,75006,RUE BONAPARTE 75006 Paris France,48.853487, 2.333356,
BLIND DATE,HAIM BOUZAGLO,2002-01-10,2002-01-10,EXTERIEUR,RUE,DE FURSTENBERG,75006,RUE DE FURSTENBERG 75006 Paris France,48.85438, 2.335816,
BLIND DATE,HAIM BOUZAGLO,2002-02-10,2002-02-10,EXTERIEUR,RUE,GUILLAUME APPOLINAIRE,75006,RUE GUILLAUME APPOLINAIRE   75006 Paris France,48.854602, 2.333239,
BLIND DATE,HAIM BOUZAGLO,2002-03-10,2002-03-10,EXTERIEUR,RUE,DU FBG SAINT HONORE,75008,RUE DU FBG SAINT HONORE 75008 Paris France,48.872845, 2.310735,
BLIND DATE,HAIM BOUZAGLO,2002-06-10,2002-06-10,EXTERIEUR,RUE,DU FBG SAINT HONORE,75008,RUE DU FBG SAINT HONORE 75008 Paris France,48.872845, 2.310735,
APRES VOUS,PIERRE SALVADORI,2002-11-12,2002-11-12,EXTERIEUR,RUE,CHAMPIONNET ET DU POTEAU / ANGLE,75018,RUE CHAMPIONNET ET DU POTEAU / ANGLE 75018 Paris France,48.89215, 2.344447,
HISTOIRE DE MARIE ET JULIEN,JACQUES RIVETTE,2002-09-10,2002-09-10,EXTERIEUR,PARC,KELLERMAN,75013,PARC KELLERMAN 75013 Paris France,48.821036, 2.352282,
HISTOIRE DE MARIE ET JULIEN,JACQUES RIVETTE,2002-11-18,2002-11-18,EXTERIEUR,RUE,D'AUSTERLITZ,75012,RUE D'AUSTERLITZ 75012 Paris France,48.847007, 2.370653,
TIRESIA,BERTRAND BONELLO,2002-11-20,2002-11-20,EXTERIEUR,RUE,ERIK SATIE,75019,RUE ERIK SATIE 75019 Paris France,48.884837, 2.386183,
DEPUIS QU'OTAR EST PARTI,JULIE BERTUCCELLI,2002-10-28,2002-10-28,EXTERIEUR,AVENUE,DES CHAMPS ELYSEES,75008,AVENUE DES CHAMPS ELYSEES 75008 Paris France,48.869576, 2.30825,
DEPUIS QU'OTAR EST PARTI,JULIE BERTUCCELLI,2002-10-31,2002-10-31,EXTERIEUR,BOULEVARD,BARBES,75018,BOULEVARD BARBES 75018 Paris France,48.887872, 2.34953,
DEPUIS QU'OTAR EST PARTI,JULIE BERTUCCELLI,2002-10-31,2002-10-31,EXTERIEUR,PLACE,SAINT-PIERRE,75018,PLACE SAINT-PIERRE 75018 Paris France,48.884388, 2.343798,
LA PETITE LILI,CLAUDE MILLER,2002-10-22,2002-10-22,EXTERIEUR,RUE,NANSOUTY,75014,RUE NANSOUTY 75014 Paris France,48.823497, 2.335711,
FRANCE BOUTIQUE,TONIE MARSHALL,2002-11-27,2002-11-27,EXTERIEUR,IMPASSE,DU MONT-LOUIS,75011,IMPASSE DU MONT-LOUIS 75011 Paris France,48.857363, 2.388505,
LA DECOUVERTE DU MONDE,IVAN TAIEB,2002-04-11,2002-04-11,EXTERIEUR,QUAI,DE L'HOTEL DE VILLE,75004,QUAI DE L'HOTEL DE VILLE 75004 Paris France,48.854754, 2.353961,
LA DECOUVERTE DU MONDE,IVAN TAIEB,2002-04-11,2002-04-11,EXTERIEUR,RUE,DES ROSIERS,75004,RUE DES ROSIERS 75004 Paris France,48.857021, 2.359743,
LE FUGITIF,ANDREA MANNI,2002-11-18,2002-11-18,EXTERIEUR,IMPASSE,MONT-LOUIS,75011,IMPASSE MONT-LOUIS 75011 Paris France,48.857363, 2.388505,
LE FUGITIF,ANDREA MANNI,2002-11-28,2002-11-28,EXTERIEUR,RUE,DE LA BUCHERIE,75005,RUE DE LA BUCHERIE 75005 Paris France,48.852142, 2.348129,
LE FUGITIF,ANDREA MANNI,2002-11-18,2002-11-18,EXTERIEUR,SQUARE,LOUIS XIII,75004,SQUARE LOUIS XIII 75004 Paris France,48.855418, 2.355782,
